6790, 12, 15, 113, 83, 29, 4, 4, 144, 136, 41, 16, 11, 10, 46, 138,Success cat 0
5888, 19, 15, 244, 5, 216, 28, 23, 138, 117, 182, 26, 5, 189, 209, 101,Success dog 3
384,Success Mispredict
320, 18, 10, 220, 24, 59, 24, 16, 123, 186, 250, 9, 17, 28, 0, 134,Success dog 19
7451, 13, 14, 152, 112, 2, 15, 7, 24, 47, 89, 9, 2, 32, 139, 172,Success automobile 0
1689, 19, 20, 0, 255, 253, 12, 20, 239, 249, 7, 14, 16, 6, 253, 255,Fail truck
8252, 15, 19, 62, 161, 32, 6, 10, 2, 16, 148, 14, 15, 38, 190, 142,Success frog 16
6408, 20, 17, 34, 255, 55, 27, 23, 204, 76, 0, 24, 20, 255, 79, 28,Fail airplane
7145,Success Mispredict
938, 20, 18, 47, 140, 89, 9, 18, 162, 125, 88, 20, 9, 39, 247, 230,Success automobile 4
3799,Success Mispredict
2628, 29, 21, 155, 113, 184, 11, 22, 166, 123, 96, 7, 14, 249, 88, 187,Success ship 7
6495, 12, 19, 2, 2, 2, 19, 25, 2, 0, 130, 14, 20, 253, 0, 0,Fail horse
412,Success Mispredict
9662, 17, 24, 0, 255, 255, 12, 26, 0, 164, 117, 8, 7, 164, 82, 125,Fail automobile
361, 11, 16, 10, 105, 94, 14, 11, 228, 4, 191, 13, 12, 214, 40, 214,Success cat 9
2012, 15, 19, 251, 4, 114, 6, 8, 20, 222, 204, 9, 15, 10, 97, 114,Success cat 14
8146, 17, 20, 54, 252, 2, 7, 27, 255, 0, 3, 17, 25, 5, 255, 0,Fail ship
6121, 14, 14, 0, 0, 139, 5, 10, 0, 75, 175, 2, 28, 111, 0, 0,Fail bird
8158, 8, 6, 168, 1, 0, 16, 16, 48, 247, 0, 7, 19, 255, 0, 0,Fail ship
2247, 18, 17, 255, 0, 0, 16, 16, 61, 8, 67, 18, 19, 0, 0, 3,Fail dog
8652, 10, 16, 175, 0, 3, 4, 14, 4, 20, 195, 8, 12, 158, 0, 0,Fail truck
3657, 9, 20, 20, 2, 248, 16, 26, 125, 3, 230, 9, 19, 9, 16, 242,Success deer 39
1413, 24, 14, 3, 239, 255, 22, 10, 0, 251, 253, 11, 19, 136, 1, 6,Success truck 71
8786, 7, 0, 199, 182, 67, 9, 18, 28, 68, 182, 15, 18, 7, 84, 236,Success deer 4
1570, 12, 7, 243, 18, 9, 7, 9, 218, 58, 98, 17, 4, 190, 10, 89,Success horse 22
9187, 24, 19, 17, 104, 161, 7, 16, 241, 17, 245, 9, 17, 12, 252, 171,Success bird 12
8584, 25, 13, 197, 195, 255, 27, 10, 1, 255, 240, 27, 19, 0, 255, 1,Fail automobile
4344, 19, 14, 16, 237, 160, 12, 10, 1, 35, 208, 12, 25, 240, 9, 110,Success horse 48
9841, 29, 3, 239, 80, 29, 2, 11, 182, 120, 124, 28, 9, 33, 15, 149,Success ship 0
1710, 4, 23, 236, 14, 252, 5, 22, 18, 67, 225, 4, 2, 245, 222, 121,Success bird 0
1886,Success Mispredict
7383, 7, 15, 21, 167, 215, 7, 14, 42, 70, 239, 19, 21, 231, 17, 91,Success horse 29
1847, 4, 19, 92, 42, 200, 6, 19, 230, 19, 3, 2, 17, 92, 99, 151,Success bird 19
3053, 12, 14, 196, 132, 172, 28, 19, 87, 167, 247, 15, 14, 235, 19, 245,Success cat 5
5139, 12, 16, 250, 5, 43, 18, 17, 44, 189, 215, 26, 1, 159, 213, 10,Success bird 0
5058, 15, 9, 175, 120, 112, 11, 16, 107, 0, 0, 7, 21, 88, 1, 0,Fail automobile
7591, 15, 17, 19, 14, 226, 5, 17, 33, 204, 88, 16, 16, 11, 2, 52,Success deer 22
3519, 18, 7, 61, 34, 250, 11, 19, 237, 49, 2, 6, 18, 0, 18, 238,Success bird 53
2938, 19, 14, 209, 4, 220, 26, 7, 229, 35, 180, 3, 15, 123, 13, 129,Success ship 4
9821, 20, 23, 9, 255, 254, 15, 11, 0, 255, 251, 19, 17, 0, 253, 254,Fail deer
6535,Success Mispredict
2180, 23, 9, 231, 22, 229, 11, 9, 232, 89, 60, 12, 8, 20, 188, 245,Success dog 32
2509, 5, 31, 53, 213, 95, 14, 15, 93, 46, 26, 22, 2, 133, 4, 167,Success ship 0
5096, 28, 20, 33, 26, 214, 6, 4, 226, 94, 42, 16, 8, 73, 17, 88,Success airplane 5
5049, 10, 21, 4, 0, 136, 6, 24, 2, 3, 12, 10, 22, 1, 0, 115,Fail horse
3743, 16, 19, 59, 6, 25, 24, 18, 1, 48, 101, 10, 13, 195, 207, 233,Success dog 0
9564, 27, 20, 41, 219, 134, 27, 8, 10, 234, 235, 14, 19, 2, 1, 250,Fail truck
7019, 5, 21, 208, 67, 226, 18, 11, 8, 40, 166, 13, 19, 2, 40, 106,Success deer 18
189, 4, 13, 97, 227, 91, 16, 11, 197, 185, 142, 17, 18, 195, 141, 89,Success ship 2
9517, 9, 8, 23, 22, 65, 7, 15, 151, 158, 246, 14, 20, 1, 241, 230,Success automobile 35
9321, 4, 16, 11, 8, 246, 3, 16, 111, 211, 249, 15, 29, 60, 81, 119,Success bird 34
8112, 8, 8, 21, 55, 163, 9, 17, 16, 224, 165, 4, 28, 154, 222, 207,Success frog 0
4364, 19, 18, 1, 255, 6, 29, 7, 238, 3, 246, 7, 26, 255, 0, 255,Fail truck
9343, 25, 9, 44, 188, 253, 23, 6, 140, 211, 111, 25, 14, 151, 244, 73,Success automobile 9
2352, 16, 24, 218, 89, 159, 24, 17, 31, 33, 225, 18, 19, 129, 8, 197,Success dog 26
2683, 16, 10, 0, 10, 246, 14, 16, 255, 243, 5, 16, 14, 255, 254, 244,Fail dog
1310, 26, 24, 70, 146, 255, 26, 18, 194, 119, 0, 23, 27, 255, 92, 0,Fail airplane
7762, 13, 21, 254, 229, 231, 25, 19, 252, 1, 1, 8, 22, 240, 169, 135,Fail horse
1202, 21, 25, 255, 85, 13, 20, 18, 51, 50, 7, 8, 2, 0, 189, 242,Fail bird
9680, 17, 25, 226, 69, 220, 18, 22, 123, 156, 221, 20, 15, 238, 239, 103,Success truck 6
9251, 2, 4, 89, 10, 64, 18, 4, 5, 118, 27, 16, 11, 2, 86, 243,Success cat 31
9158, 6, 7, 200, 234, 239, 17, 1, 121, 150, 23, 20, 12, 191, 212, 226,Success automobile 0
5685, 20, 17, 255, 0, 90, 11, 17, 255, 1, 11, 4, 10, 3, 10, 189,Fail automobile
8952, 18, 25, 151, 142, 187, 29, 17, 33, 95, 42, 12, 23, 46, 37, 222,Success frog 0
8027, 27, 16, 241, 2, 15, 19, 13, 253, 10, 67, 15, 20, 2, 234, 69,Fail deer
5211,Success Mispredict
4827, 17, 14, 0, 0, 254, 4, 6, 0, 5, 248, 2, 16, 0, 0, 220,Fail truck
2932, 7, 26, 254, 69, 78, 20, 14, 17, 140, 255, 17, 11, 0, 255, 255,Fail truck
7711,Success Mispredict
1034, 22, 13, 55, 41, 214, 28, 2, 37, 15, 83, 27, 13, 254, 90, 10,Success cat 0
3480, 25, 17, 14, 149, 207, 17, 25, 63, 65, 227, 17, 17, 175, 70, 129,Success airplane 12
4552, 24, 12, 211, 175, 218, 14, 20, 244, 233, 80, 31, 17, 24, 31, 127,Success cat 0
