4353, 12, 12, 10, 67, 105, 19, 17, 100, 236, 0, 26, 17, 27, 49, 84,Success dog 6
4610, 22, 24, 238, 105, 206, 13, 8, 129, 7, 240, 26, 1, 82, 193, 36,Success bird 0
6526, 21, 17, 250, 91, 242, 24, 0, 85, 134, 184, 22, 17, 62, 187, 206,Success automobile 0
6970, 30, 3, 149, 31, 72, 12, 8, 174, 6, 238, 24, 4, 127, 206, 112,Success bird 0
5882, 17, 9, 201, 199, 248, 14, 14, 65, 9, 62, 3, 22, 29, 250, 54,Success truck 0
9494, 6, 12, 83, 29, 40, 7, 17, 37, 175, 159, 11, 6, 223, 252, 190,Success ship 1
8560, 24, 15, 22, 57, 151, 10, 23, 3, 8, 7, 24, 10, 214, 182, 64,Success dog 0
1336, 11, 16, 93, 121, 176, 13, 15, 36, 35, 152, 10, 22, 26, 8, 229,Fail deer
8815, 14, 4, 64, 122, 109, 14, 26, 140, 254, 210, 14, 16, 170, 205, 113,Success automobile 0
6091, 26, 10, 177, 73, 113, 25, 3, 149, 42, 167, 21, 13, 72, 163, 27,Fail airplane
5507, 6, 12, 231, 255, 103, 9, 18, 72, 180, 101, 10, 28, 68, 228, 81,Success cat 4
9846, 3, 26, 57, 159, 8, 20, 11, 85, 216, 125, 24, 14, 196, 244, 188,Success airplane 0
3585, 15, 2, 95, 96, 131, 16, 18, 48, 152, 4, 24, 14, 88, 45, 26,Success airplane 0
7390, 0, 16, 9, 57, 75, 19, 18, 253, 56, 88, 16, 27, 248, 202, 163,Fail frog
6360, 9, 2, 228, 3, 248, 18, 12, 242, 16, 3, 1, 10, 125, 87, 30,Success dog 0
2180, 5, 12, 150, 246, 216, 27, 6, 238, 128, 80, 20, 10, 155, 193, 191,Success automobile 0
4348, 29, 9, 215, 198, 181, 24, 10, 26, 223, 11, 11, 3, 229, 60, 222,Success airplane 0
6027, 21, 20, 4, 30, 25, 21, 19, 124, 30, 155, 0, 31, 176, 69, 83,Success deer 4
571, 31, 9, 214, 119, 214, 22, 17, 66, 99, 33, 9, 8, 254, 190, 164,Fail horse
2970, 20, 5, 125, 19, 239, 30, 15, 168, 241, 23, 5, 20, 54, 85, 221,Success horse 0
773, 4, 19, 64, 222, 244, 28, 7, 86, 238, 119, 17, 23, 53, 107, 246,Success frog 0
2477, 28, 13, 218, 51, 253, 27, 6, 57, 236, 1, 26, 17, 194, 94, 147,Success truck 8
3914, 17, 19, 5, 0, 15, 18, 5, 40, 29, 97, 24, 1, 51, 24, 129,Success bird 1
5510, 16, 15, 164, 32, 126, 3, 11, 97, 168, 189, 10, 23, 245, 40, 45,Success bird 2
2321, 15, 9, 227, 224, 223, 30, 0, 117, 15, 71, 11, 14, 71, 29, 0,Success deer 0
1224, 13, 18, 110, 173, 68, 17, 3, 249, 154, 152, 16, 21, 161, 143, 210,Success deer 0
7103, 17, 2, 221, 101, 66, 8, 25, 122, 106, 228, 7, 6, 108, 26, 221,Success ship 9
2956, 14, 18, 81, 0, 131, 14, 20, 103, 46, 85, 18, 21, 31, 183, 29,Success bird 23
1741, 15, 14, 218, 139, 126, 15, 18, 253, 100, 211, 1, 28, 30, 139, 72,Success dog 0
9723, 17, 20, 198, 248, 13, 21, 30, 5, 201, 125, 21, 14, 38, 73, 100,Success dog 11
9875, 4, 5, 83, 29, 65, 15, 21, 119, 254, 215, 12, 27, 213, 234, 154,Fail truck
1371, 15, 31, 44, 173, 20, 25, 1, 82, 186, 35, 8, 17, 171, 41, 47,Fail automobile
9324, 10, 19, 69, 248, 214, 19, 18, 213, 236, 56, 12, 5, 173, 250, 44,Success automobile 35
5440, 13, 26, 46, 34, 95, 12, 4, 157, 179, 73, 12, 16, 24, 48, 15,Fail truck
8955, 14, 17, 188, 197, 157, 7, 14, 4, 116, 153, 26, 8, 239, 207, 156,Success airplane 32
5174, 10, 17, 249, 15, 34, 23, 28, 35, 124, 109, 12, 19, 53, 250, 12,Success bird 0
9401, 14, 15, 17, 17, 10, 30, 28, 76, 23, 210, 14, 19, 102, 75, 52,Success automobile 6
2676,Success Mispredict
1905, 17, 9, 177, 219, 27, 9, 9, 202, 149, 64, 10, 19, 242, 20, 63,Success frog 0
7409, 13, 10, 181, 174, 35, 16, 13, 1, 8, 23, 30, 8, 239, 29, 249,Fail ship
4887, 8, 13, 219, 227, 25, 17, 27, 211, 96, 1, 18, 18, 125, 102, 173,Success cat 0
5572, 15, 25, 99, 77, 61, 20, 20, 196, 156, 80, 23, 16, 202, 240, 82,Success truck 26
1239, 11, 15, 221, 216, 187, 8, 17, 153, 120, 105, 0, 24, 27, 135, 183,Success cat 0
4375, 21, 22, 4, 84, 180, 13, 18, 216, 82, 177, 2, 25, 62, 237, 222,Success dog 0
5221, 14, 22, 194, 179, 121, 5, 15, 176, 57, 220, 7, 28, 39, 202, 139,Success truck 0
4337, 25, 22, 54, 231, 8, 0, 24, 230, 213, 139, 23, 31, 247, 228, 107,Success truck 0
4648, 12, 20, 166, 37, 55, 23, 13, 109, 87, 213, 25, 9, 208, 111, 196,Fail frog
2531, 14, 15, 253, 193, 227, 27, 13, 22, 33, 157, 19, 13, 246, 195, 176,Success cat 0
2764, 15, 21, 244, 35, 160, 27, 7, 169, 172, 136, 7, 3, 206, 32, 220,Fail automobile
2635, 28, 10, 180, 11, 111, 8, 7, 235, 224, 181, 23, 21, 170, 148, 239,Success deer 0
1562, 9, 24, 94, 165, 93, 19, 29, 99, 125, 203, 22, 10, 181, 56, 31,Fail frog
2503, 24, 6, 202, 232, 40, 13, 1, 90, 145, 117, 2, 19, 2, 22, 21,Success truck 0
2741, 17, 16, 21, 1, 3, 8, 20, 218, 211, 174, 4, 21, 220, 193, 236,Success dog 64
276, 8, 5, 191, 124, 99, 3, 12, 122, 45, 49, 12, 16, 36, 8, 102,Success ship 1
8774,Success Mispredict
1824, 26, 0, 16, 53, 67, 20, 6, 199, 127, 244, 22, 18, 95, 37, 31,Fail truck
7045, 7, 21, 251, 254, 221, 13, 18, 204, 5, 143, 21, 17, 44, 234, 60,Fail cat
8973, 30, 10, 180, 85, 133, 23, 19, 44, 254, 101, 20, 4, 222, 83, 127,Success cat 0
4243, 27, 31, 10, 94, 36, 18, 31, 134, 145, 254, 18, 22, 204, 202, 130,Success cat 0
9825, 12, 19, 244, 248, 125, 1, 11, 80, 210, 225, 7, 5, 162, 73, 181,Success deer 0
1695, 24, 16, 144, 248, 6, 19, 22, 253, 230, 77, 16, 21, 7, 136, 77,Success automobile 17
2032, 23, 4, 163, 160, 132, 15, 8, 10, 243, 95, 19, 17, 15, 197, 161,Success cat 0
387, 19, 0, 165, 193, 135, 18, 23, 205, 50, 161, 9, 10, 119, 236, 7,Success horse 0
8367, 5, 11, 30, 244, 96, 29, 13, 220, 248, 246, 24, 20, 51, 202, 210,Success deer 16
5018, 25, 26, 26, 249, 20, 6, 23, 214, 11, 126, 19, 22, 121, 183, 200,Success dog 0
5405, 17, 20, 24, 6, 95, 7, 5, 183, 90, 31, 18, 28, 178, 51, 221,Success airplane 0
9659, 26, 24, 194, 31, 26, 27, 16, 242, 8, 81, 13, 21, 50, 11, 146,Success dog 16
4716, 30, 8, 18, 51, 52, 26, 9, 230, 58, 172, 27, 20, 5, 9, 27,Success ship 1
1648, 16, 15, 221, 155, 33, 17, 31, 172, 28, 23, 25, 6, 83, 136, 242,Success automobile 0
3285, 29, 12, 48, 173, 245, 1, 12, 67, 111, 45, 27, 17, 244, 91, 207,Success truck 17
6062, 0, 24, 86, 31, 47, 7, 0, 83, 54, 200, 21, 24, 40, 9, 6,Success deer 0
6488, 3, 7, 241, 212, 116, 5, 12, 49, 97, 90, 18, 24, 222, 250, 1,Success airplane 0
4075, 22, 19, 113, 250, 216, 17, 13, 144, 240, 228, 10, 19, 239, 48, 154,Success cat 2
5646, 13, 17, 72, 73, 139, 2, 25, 252, 245, 86, 23, 6, 219, 40, 161,Success ship 0
3748, 13, 11, 55, 246, 17, 16, 7, 134, 172, 151, 19, 13, 3, 92, 164,Success deer 11
9197, 20, 20, 6, 226, 210, 19, 11, 219, 251, 56, 7, 20, 194, 76, 148,Fail automobile
5199, 11, 17, 247, 218, 43, 18, 11, 172, 207, 221, 26, 25, 33, 188, 126,Success cat 13
688, 9, 7, 248, 217, 224, 12, 6, 12, 133, 50, 5, 22, 27, 229, 37,Success bird 0
764, 25, 16, 243, 99, 49, 28, 31, 236, 31, 27, 16, 30, 187, 135, 216,Fail automobile
6208, 21, 17, 185, 116, 139, 22, 10, 13, 234, 64, 3, 4, 128, 54, 169,Success airplane 0
7455, 6, 26, 229, 99, 120, 29, 2, 144, 236, 19, 25, 10, 182, 150, 201,Success truck 0
8959, 25, 16, 227, 127, 39, 30, 26, 139, 46, 68, 30, 21, 69, 182, 2,Fail automobile
9948, 25, 23, 178, 206, 31, 22, 18, 153, 251, 53, 19, 29, 3, 41, 31,Success truck 0
6152, 11, 16, 12, 132, 238, 16, 20, 146, 207, 209, 22, 29, 121, 127, 164,Success deer 5
5111, 23, 7, 216, 208, 240, 10, 19, 173, 242, 255, 7, 19, 45, 25, 140,Fail frog
1702, 1, 15, 41, 38, 19, 8, 9, 109, 25, 11, 8, 2, 50, 30, 69,Success cat 3
5058, 7, 29, 15, 140, 121, 5, 22, 13, 10, 13, 28, 20, 36, 27, 54,Success dog 79
4919, 7, 20, 156, 69, 23, 20, 3, 60, 12, 239, 5, 16, 35, 45, 129,Success airplane 0
2574, 23, 23, 186, 246, 250, 23, 7, 148, 226, 159, 18, 7, 152, 14, 172,Fail ship
31, 16, 13, 210, 251, 90, 27, 7, 253, 28, 101, 30, 1, 224, 200, 214,Success cat 0
4381, 24, 16, 144, 147, 220, 30, 26, 42, 193, 142, 18, 18, 167, 172, 54,Success dog 3
6840, 30, 28, 122, 113, 54, 8, 25, 136, 77, 77, 0, 27, 252, 98, 111,Fail truck
6751, 19, 9, 245, 173, 197, 23, 8, 227, 162, 66, 20, 8, 49, 92, 178,Success airplane 0
3494,Success Mispredict
3164, 18, 2, 156, 158, 135, 29, 29, 146, 88, 101, 8, 8, 13, 174, 178,Success bird 0
2200, 24, 19, 164, 180, 98, 29, 21, 247, 253, 170, 15, 11, 149, 102, 46,Success bird 0
4596, 5, 15, 110, 120, 136, 15, 29, 73, 162, 55, 7, 13, 243, 123, 241,Fail horse
457, 12, 18, 42, 230, 35, 13, 21, 143, 175, 109, 12, 16, 15, 99, 69,Success deer 16
1359, 26, 29, 86, 137, 7, 30, 26, 75, 92, 126, 9, 26, 24, 255, 236,Fail truck
3801, 12, 17, 208, 198, 160, 31, 5, 121, 88, 213, 22, 24, 29, 18, 50,Success airplane 0
6350, 3, 14, 28, 6, 88, 13, 19, 19, 253, 100, 3, 20, 28, 39, 100,Fail airplane
3237,Success Mispredict
6521, 19, 5, 110, 115, 250, 22, 23, 1, 69, 133, 15, 20, 13, 70, 217,Success dog 5
5162, 7, 10, 159, 102, 129, 7, 11, 24, 250, 85, 18, 5, 39, 55, 129,Success airplane 0
2789, 11, 6, 102, 55, 101, 13, 9, 111, 34, 14, 17, 7, 105, 4, 90,Success automobile 87
8290, 26, 18, 251, 7, 139, 16, 23, 155, 119, 202, 13, 31, 78, 40, 179,Success airplane 0
9702, 24, 5, 12, 170, 231, 3, 1, 0, 207, 70, 11, 23, 83, 235, 22,Fail horse
3349,Success Mispredict
785, 9, 5, 74, 10, 201, 19, 2, 15, 169, 106, 16, 2, 104, 66, 50,Success truck 22
5242, 10, 15, 112, 37, 88, 6, 26, 15, 3, 22, 17, 13, 67, 177, 64,Success horse 11
125, 10, 15, 243, 128, 254, 14, 6, 187, 240, 91, 13, 7, 182, 188, 152,Success bird 0
4867, 29, 26, 0, 24, 207, 9, 24, 195, 249, 129, 12, 18, 249, 173, 188,Success automobile 1
9536, 12, 3, 101, 109, 113, 10, 13, 168, 116, 222, 31, 23, 117, 30, 111,Success cat 0
8213, 5, 2, 189, 239, 161, 6, 30, 255, 116, 200, 17, 20, 51, 47, 86,Success cat 6
6253,Success Mispredict
2030, 19, 6, 132, 164, 42, 24, 1, 144, 195, 12, 5, 19, 230, 229, 206,Success bird 2
2252, 25, 17, 1, 103, 135, 8, 20, 191, 234, 249, 16, 17, 100, 240, 43,Success deer 7
3836, 9, 21, 234, 219, 155, 14, 10, 226, 187, 183, 22, 12, 79, 232, 97,Fail horse
5718,Success Mispredict
4177, 15, 14, 202, 205, 144, 18, 16, 19, 244, 210, 18, 18, 209, 82, 191,Success cat 0
4649, 20, 16, 146, 204, 254, 8, 8, 21, 19, 169, 23, 21, 16, 40, 91,Success airplane 0
