0, 15, 14, 231, 13, 229, 26, 12, 132, 27, 94, 11, 24, 247, 41, 74,Success dog 13
1, 15, 25, 233, 22, 88, 19, 15, 240, 16, 221, 21, 25, 164, 225, 164,Success automobile 5
2, 22, 23, 200, 197, 29, 26, 12, 231, 166, 228, 27, 23, 170, 136, 221,Success automobile 0
3, 16, 24, 57, 27, 26, 15, 19, 84, 0, 75, 16, 19, 168, 4, 41,Fail airplane
4, 20, 6, 46, 140, 182, 7, 16, 42, 180, 251, 13, 13, 26, 7, 244,Fail frog
5, 9, 11, 29, 235, 252, 9, 12, 6, 142, 244, 19, 16, 98, 114, 158,Success dog 31
6, 8, 11, 14, 228, 253, 27, 20, 224, 37, 10, 30, 16, 138, 172, 173,Fail automobile
7, 15, 13, 114, 203, 244, 3, 3, 208, 140, 114, 12, 14, 209, 69, 169,Fail frog
8, 16, 9, 17, 28, 210, 24, 7, 208, 100, 74, 12, 16, 228, 4, 242,Success dog 36
9, 5, 21, 9, 62, 89, 21, 10, 251, 107, 97, 4, 17, 237, 57, 93,Success truck 14
