3730, 21, 16, 0, 5, 8, 27, 7, 110, 217, 42, 22, 6, 11, 111, 16,Fail automobile
1874, 20, 11, 116, 189, 253, 25, 13, 53, 75, 129, 0, 11, 210, 209, 115,Success airplane 0
5052, 23, 9, 0, 0, 108, 8, 18, 27, 1, 37, 15, 15, 248, 28, 5,Success dog 78
2154,Success Mispredict
7076, 15, 13, 251, 252, 202, 28, 20, 0, 8, 250, 12, 23, 10, 196, 249,Success airplane 31
8239, 26, 13, 255, 250, 255, 7, 7, 255, 255, 252, 23, 25, 255, 17, 164,Fail ship
9573, 10, 24, 36, 18, 144, 16, 9, 27, 165, 7, 22, 17, 59, 120, 83,Success dog 0
6599, 19, 20, 10, 166, 17, 30, 18, 35, 199, 15, 15, 16, 75, 37, 241,Success deer 0
64, 10, 8, 238, 153, 232, 14, 20, 212, 179, 196, 10, 2, 87, 201, 27,Success deer 10
7652, 22, 13, 194, 99, 206, 6, 21, 149, 59, 76, 15, 13, 254, 253, 255,Success bird 31
5191, 24, 26, 162, 83, 4, 6, 8, 94, 79, 47, 12, 7, 187, 40, 200,Success dog 0
5043, 1, 27, 164, 205, 57, 24, 0, 206, 91, 110, 15, 6, 202, 190, 191,Success ship 0
6322, 1, 0, 231, 91, 114, 10, 8, 155, 172, 235, 12, 13, 146, 156, 150,Success horse 0
9410, 16, 22, 162, 170, 145, 11, 21, 29, 237, 5, 19, 11, 228, 147, 47,Success cat 4
7954, 8, 14, 136, 11, 0, 15, 8, 23, 128, 0, 8, 8, 0, 8, 133,Fail truck
6879, 19, 0, 73, 133, 157, 11, 18, 198, 213, 111, 16, 10, 204, 49, 62,Success truck 0
6154, 19, 23, 65, 77, 173, 10, 6, 210, 64, 117, 11, 17, 26, 89, 234,Success horse 7
3036, 26, 5, 186, 107, 166, 6, 12, 138, 118, 230, 26, 5, 250, 39, 153,Success airplane 0
9822, 25, 19, 161, 104, 123, 29, 5, 193, 1, 32, 24, 12, 119, 56, 92,Success ship 5
8166,Success Mispredict
6708, 8, 15, 50, 13, 106, 8, 10, 24, 44, 56, 20, 21, 3, 23, 194,Success deer 23
5105, 9, 22, 129, 9, 236, 9, 26, 134, 0, 131, 13, 25, 0, 0, 1,Fail horse
8296,Success Mispredict
951, 28, 24, 47, 21, 62, 30, 12, 4, 220, 211, 10, 7, 242, 13, 81,Success airplane 19
